profile,record_type,record_type_machine_name,record_section,path_to_field,field,field_machine_name,qualified_field_machine_name,importer_template_headers,repeats,group_repeats,data_source_type,data_source_name
core_9-0-0,Work,work,Work Information,"",Address state/province,addressStateOrProvince,ns2:works_common.addressStateOrProvince,addressStateOrProvincePlaceLocal; addressStateOrProvincePlaceTgn; addressStateOrProvinceRefname,n,y,authority; refname,place/local; place/tgn; authority refname
core_9-0-0,Work,work,Work Information,"",Address country,addressCountry,ns2:works_common.addressCountry,addressCountryPlaceLocal; addressCountryPlaceTgn; addressCountryRefname,n,y,authority; refname,place/local; place/tgn; authority refname
bonsai_6-0-0,Acquisition,acquisition,Acquisition Information,"",Acquisition source,acquisitionSource,ns2:acquisitions_common.acquisitionSource,acquisitionSourcePersonLocal; acquisitionSourceOrganizationLocal; acquisitionSourceRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Acquisition,acquisition,Acquisition Information,"",Owner,owner,ns2:acquisitions_common.owner,ownerPersonLocal; ownerOrganizationLocal; ownerRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Acquisition,acquisition,Acquisition Information,"",Funding source,acquisitionFundingSource,ns2:acquisitions_common.acquisitionFundingSource,acquisitionFundingSourcePersonLocal; acquisitionFundingSourceOrganizationLocal; acquisitionFundingSourceRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Citation,citation,Citation Information,Source,Term source name,termSource,ns2:citations_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
bonsai_6-0-0,Citation,citation,Citation Information,"",Publication place,publicationPlace,ns2:citations_common.publicationPlace,publicationPlacePlaceLocal; publicationPlacePlaceTgn; publicationPlaceRefname,n,y,authority; refname,place/local; place/tgn; authority refname
bonsai_6-0-0,Citation,citation,Citation Information,"",Agent name,agent,ns2:citations_common.agent,agentPersonLocal; agentPersonUlan; agentOrganizationLocal; agentRefname,n,y,authority; refname,person/local; person/ulan; organization/local; authority refname
bonsai_6-0-0,Citation,citation,Citation Information,"",Related term,relatedTerm,ns2:citations_common.relatedTerm,relatedTermConceptAssociated; relatedTermConceptActivity; relatedTermConceptMaterial; relatedTermRefname,n,y,authority; refname,concept/associated; concept/activity; concept/material; authority refname
bonsai_6-0-0,Object,collectionobject,Object Identification Information,"",Assigned volunteer,assignedVolunteer,ns2:collectionobjects_bonsai.assignedVolunteer,assignedVolunteerPersonLocal; assignedVolunteerPersonUlan; assignedVolunteerRefname,y,n,authority; refname,person/local; person/ulan; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,"",Measured by,measuredBy,ns2:collectionobjects_common.measuredBy,measuredByPersonLocal; measuredByOrganizationLocal; measuredByRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Content,Content concept,contentConcept,ns2:collectionobjects_common.contentConcept,contentConceptConceptAssociated; contentConceptConceptMaterial; contentConceptRefname,y,n,authority; refname,concept/associated; concept/material; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Content,Content person,contentPerson,ns2:collectionobjects_common.contentPerson,contentPersonPersonLocal; contentPersonPersonUlan; contentPersonRefname,y,n,authority; refname,person/local; person/ulan; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Content,Content place,contentPlace,ns2:collectionobjects_common.contentPlace,contentPlacePlaceLocal; contentPlacePlaceTgn; contentPlaceRefname,y,n,authority; refname,place/local; place/tgn; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Content,Content organization,contentOrganization,ns2:collectionobjects_common.contentOrganization,contentOrganizationOrganizationLocal; contentOrganizationOrganizationUlan; contentOrganizationRefname,y,n,authority; refname,organization/local; organization/ulan; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Textual Inscription,Textual inscription inscriber,inscriptionContentInscriber,ns2:collectionobjects_common.inscriptionContentInscriber,inscriptionContentInscriberPersonLocal; inscriptionContentInscriberOrganizationLocal; inscriptionContentInscriberRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Object,collectionobject,Object Description Information,Non-Textual Inscription,Non-textual inscription inscriber,inscriptionDescriptionInscriber,ns2:collectionobjects_common.inscriptionDescriptionInscriber,inscriptionDescriptionInscriberPersonLocal; inscriptionDescriptionInscriberOrganizationLocal; inscriptionDescriptionInscriberRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Object,collectionobject,Object Production Information,"",Production place,objectProductionPlace,ns2:collectionobjects_common.objectProductionPlace,objectProductionPlacePlaceLocal; objectProductionPlacePlaceTgn; objectProductionPlaceRefname,n,y,authority; refname,place/local; place/tgn; authority refname
bonsai_6-0-0,Object,collectionobject,Object History and Association Information,Object Owner's Contribution Information,Owner,owner,ns2:collectionobjects_common.owner,ownerPersonLocal; ownerOrganizationLocal; ownerRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Object,collectionobject,Reference Information,Reference Information,Reference,reference,ns2:collectionobjects_common.reference,referenceCitationLocal; referenceCitationWorldcat; referenceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
bonsai_6-0-0,Object,collectionobject,Object Collection Information,"",Field collection place,fieldCollectionPlace,ns2:collectionobjects_common.fieldCollectionPlace,fieldCollectionPlacePlaceLocal; fieldCollectionPlacePlaceTgn; fieldCollectionPlaceRefname,y,n,authority; refname,place/local; place/tgn; authority refname
bonsai_6-0-0,Object,collectionobject,Object Collection Information,"",Field collector,fieldCollector,ns2:collectionobjects_common.fieldCollector,fieldCollectorPersonLocal; fieldCollectorOrganizationLocal; fieldCollectorRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Concept,concept,Concept Information,Source,Term source name,termSource,ns2:concepts_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
bonsai_6-0-0,Conservation,conservation,Conservation Treatment Information,"",Treatment performed by,conservator,ns2:conservation_common.conservator,conservatorPersonLocal; conservatorOrganizationLocal; conservatorRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Conservation,conservation,Conservation Treatment Information,"",Other treatment party name,otherParty,ns2:conservation_common.otherParty,otherPartyPersonLocal; otherPartyOrganizationLocal; otherPartyRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Exhibition,exhibition,Exhibition Information,"",Sponsor,sponsor,ns2:exhibitions_common.sponsor,sponsorPersonLocal; sponsorPersonUlan; sponsorOrganizationLocal; sponsorOrganizationUlan; sponsorRefname,y,n,authority; refname,person/local; person/ulan; organization/local; organization/ulan; authority refname
bonsai_6-0-0,Exhibition,exhibition,Exhibition Information,"",Organizer,organizer,ns2:exhibitions_common.organizer,organizerPersonLocal; organizerPersonUlan; organizerOrganizationLocal; organizerOrganizationUlan; organizerRefname,y,n,authority; refname,person/local; person/ulan; organization/local; organization/ulan; authority refname
bonsai_6-0-0,Exhibition,exhibition,Exhibition Information,"",Venue name,venue,ns2:exhibitions_common.venue,venueOrganizationLocal; venueOrganizationUlan; venueLocationLocal; venueLocationOffsite; venuePlaceLocal; venuePlaceTgn; venueRefname,n,y,authority; refname,organization/local; organization/ulan; location/local; location/offsite; place/local; place/tgn; authority refname
bonsai_6-0-0,Exhibition,exhibition,Exhibition Information,"",Working group member name,exhibitionPerson,ns2:exhibitions_common.exhibitionPerson,exhibitionPersonPersonLocal; exhibitionPersonPersonUlan; exhibitionPersonOrganizationLocal; exhibitionPersonOrganizationUlan; exhibitionPersonRefname,n,y,authority; refname,person/local; person/ulan; organization/local; organization/ulan; authority refname
bonsai_6-0-0,Exhibition,exhibition,Exhibition Information,"",Bibliographic reference,exhibitionReference,ns2:exhibitions_common.exhibitionReference,exhibitionReferenceCitationLocal; exhibitionReferenceCitationWorldcat; exhibitionReferenceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
bonsai_6-0-0,Insurance/Indemnity,insurance,Insurance and Indemnity Information,"",Quote provider,insuranceIndemnityQuoteProvider,ns2:insurances_common.insuranceIndemnityQuoteProvider,insuranceIndemnityQuoteProviderPersonLocal; insuranceIndemnityQuoteProviderPersonUlan; insuranceIndemnityQuoteProviderOrganizationLocal; insuranceIndemnityQuoteProviderOrganizationUlan; insuranceIndemnityQuoteProviderRefname,n,y,authority; refname,person/local; person/ulan; organization/local; organization/ulan; authority refname
bonsai_6-0-0,Intake,intake,Object Entry Information,"",Current owner,currentOwner,ns2:intakes_common.currentOwner,currentOwnerPersonLocal; currentOwnerOrganizationLocal; currentOwnerRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Intake,intake,Object Entry Information,"",Depositor name,depositor,ns2:intakes_common.depositor,depositorPersonLocal; depositorOrganizationLocal; depositorRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Intake,intake,Object Collection Information,"",Field collector,fieldCollector,ns2:intakes_common.fieldCollector,fieldCollectorPersonLocal; fieldCollectorOrganizationLocal; fieldCollectorRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Intake,intake,Insurance Information,"",Insurer,insurer,ns2:intakes_common.insurer,insurerPersonLocal; insurerOrganizationLocal; insurerRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Intake,intake,Location Information,"",Current location,currentLocation,ns2:intakes_common.currentLocation,currentLocationLocationLocal; currentLocationLocationOffsite; currentLocationOrganizationLocal; currentLocationPlaceLocal; currentLocationRefname,n,y,authority; refname,location/local; location/offsite; organization/local; place/local; authority refname
bonsai_6-0-0,Intake,intake,Condition Check Information,"",Condition check assessor,conditionCheckerOrAssessor,ns2:intakes_common.conditionCheckerOrAssessor,conditionCheckerOrAssessorPersonLocal; conditionCheckerOrAssessorOrganizationLocal; conditionCheckerOrAssessorRefname,y,n,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Loan In,loanin,Loan In Information,"",Lender name,lender,ns2:loansin_common.lender,lenderPersonLocal; lenderOrganizationLocal; lenderRefname,n,y,authority; refname,person/local; organization/local; authority refname
bonsai_6-0-0,Storage Location,location,Storage Location Information,Source,Term source name,termSource,ns2:locations_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
